555;Theodor Naegeli-Stiftung;;;NAEGELI;Aeschenvorstadt;71;4051;Basel;;Förderung der medizinischen Forschung auf dem Gebiete der urch Ausrichtung des Theodor Naegeli-Preises für die beste experimentelle oder klinische Arbeit.
556;Fondation Prix Ad?le Duttweiler;;;DUTTWEILER;Postfach 736;;1920;Martigny;;Conférer périodiquement un Prix Ad?le Duttweiler ? des personnes ou des institutions qui se sont signalées par des actes méritoires dans le domaine social. Le Prix peut ?tre partagé entre plusieurs benéficiaires. A titre exceptionnel, des conditions quant ? l'empl oi du Prix peuvent ?tre liées ? son octroi.
557;;Fondation Ernest Matthey;;MATTHEY;Rue de la Treille;3;2000;Neuchâtel;;Encourager l'expansion de la foi chrétienne évangélique, la proclamation de l'Evangile et l'éducation chrétienne, soutenir les missions, corporations ou groupes évangéliques, les oeuvres philantropiques, sociales, éducatives et culturelles, secourir les mis?res ou nécessités matérielles individuelles.
560;Ernst Schmidheiny Stiftung;;;SCHMIDHEININY;Zürcherstrasse;156;8645;Jona;HTTP://WWW.ESST.CH;Förderung des Interesses und des Verständnisses für wirtschaftliche Zusammenhänge bei der schweizerischen Öffentlichkeit, insbesonde re bei der Jugend. Durchführung von Wirtschaftswochen an Mittelschulen. Entwicklung und Vertrieb von Wirtschafts-Simulationen (Plans piele).
561;Taubblinden-Hilfe;;;TAUBBLINDEN-HILFE;Schaffhauserstrasse;345;8050;Zürich;HTTP://WWW.TBH.CH;"Die Stiftung setzt sich das Ziel, im Sinne einer ""Selbsthilfe-Organisation"" 1. Die Interessen und Rechte taubblinder Personen zu vertreten. 2. Taubblinde Menschen so viel wie möglich aus ihrer behinderungsbedingten Isolation herauszuholen, ihnen Gelegenheit zu geben, durch Gespräch, Literatur, Begleitung etc. mit den Mitmenschen und der Umwelt in Kontakt zu kommen. 3. Taubblinden Personen Hilfe zu bieten, wo sie aus Gründen ihrer doppelten Sinnesbehinderung der Hilfe bedürfen, z. Bsp.: a) Hilfe zu menschenwürdiger, taubblindengerechter Unterkunft, Verpflegung und Betreuung. b) Christliche Lebenshilfe, seelsorgliche Hilfe, Verschaffung des Zugangs zu Gottes Wort. d) Hilfe zu sinnvoller Freizeitgestaltung. 4. Die Errichtung fehlender Spezialeinrichtungen für Taubblinde anzustreben. 5. Vorhandene Einrichtungen, Hilfsorganisationen und Geldquellen taubblinden Personen so viel wie möglich nutzbar zu machen. 6. Die Bedürfnisse und Anliegen taubblinder Menschen einer möglichst breiten Öffentlichkeit bekannt zu machen und für Verständnis, Sympathie und Mithilfe zu werben."
562;Stiftung Waldheim, Heime für mehrfach Behinderte;;;WALDHEIM;Verwaltung Kronenwies, Lachen AR;;9428;Walzenhausen;HTTP://WWW.STIFTUNG-WALDHEIM.CH;Betreuung von Erwachsenen mit geistiger und mehrfacher Behinderung. Lebenslange Begleitung, Förderung und Pflege.
564;Stiftung für Jung'sche Psychologie;;;JUNG'SCHE;Lindenbergstrasse;15;8700;Küsnacht;;"Die Stiftung bezweckt die Unterstützung der Forschung, Entwicklung und die Verbreitung der Erkenntnisse im Gebiete der Jung'schen Psychologie. Zur Erfüllung des Zweckes der Stiftung kann diese insbesondere die folgenden Tätigkeiten ausführen oder fördern: ,,Die Organisation und Durchführung von Veranstaltungen wie Tagungen, Symposien, etc., insbesondere für Analytiker, Dozenten Jung'scher Richtung und Vertretern anderer Wissenschaften; - Die Unterstützung von wissenschaftlichen Arbeiten, welche zur schöpferischen Erweiterung der Erkenntnisse der Jungschen Psychologie beitragen; - Die Neuauflage von vergriffenen Publikationen, die Herausgabe von unpublizierten Manuskripten, die Übersetzung von Publikationen und Manuskripten von Marie-Louise von Franz, Küsnacht, in andere Sprachen; - Die Verwaltung der Urheberrechte, insbesondere weltweite Vergabe von Lizenzen; - Die Publikation, Herausgabe, Vermarktung, den Vertrieb und ganz allgemein die Verbreitung von Arbeiten auf dem Gebiete der Jung'schen Psychologie, insbesondere im eigenen Verlag."
565;Stiftung Bô Yin Râ;;;BÔ YIN RÂ;Fernsicht 1;;9038;Rehetobel;;Weitergabe des Werks von Bô Yin Râ (Joseph Anton Schneiderfranken, Kunstmaler. Geb. 1876 in Aschaffenburg, Bayern, gest. 1943 in Mas sagno TI) an kommende Generationen. Erhalt der Villa Gladiola in Massagno, wo er von 1925 bis 1943 mit seiner Familie lebte.
566;;Fondation Pro Valat;;PRO VALAT;Augustinergasse;3;4051;Basel;WWW.TOURDUVALAT.ORG;"La Fondation a pour but: a) L'étude des écosyst?mes naturels ou proches de l'état naturel, de leur faune et de leur flore, plus particuli?rement ? des fins de protection de la nature. b) La gestion d'espaces naturels ou proches de l'état naturel, basée sur des études écologiques et visant la préservation de la faune et la flore. c) La collaboration scientifique et technique avec des associations ou organismes de protection de l'environnement, en particulier l'IUCN (International Union for the Conservation of Nature and Natural resources), le WWF (Worldwide Fund for Nature) et WI (Wetlands International), dans des programmes de recherches sur les espaces naturels, leur gestion ou la création d'espaces protégés. Pour atteindre son but, la Fondation peut acquérir des biens fonciers. Pour atteindre son but, la Fondation prévoit en particulier la constitution d'un établessement reconnu d'utilité publique en France, sous la dénomination de ""Fondation Sansouire"". La Fondation Sansouire a pour but: a) La gestion des znes naturelles et de leurs territoires contigus, en vue de la préservation de leur faune et de leur flore, en particulier l'administration du domaine ""la Tour du Valat"" en Camargue (France). b) La création de réserves naturelles autorisées par l'administration et situées dans de telles zones. c) L'admission de scientifiques spécialisés dans la recherche de biocénoses naturelles, en particulier de l'étude de leur faune et de leur flore ? des fins de protection de l'environnement. d) La mise en application des résultats obtenus dans le cadre de ces recherches lors de la gestion de ces zones. e) Toutes autres activités dans le domaine de la préservation de la nature qui peuvent contribuer ou promouvoir aux tâches énumérées sous lettre a) ? d)."
567;;Fondation Idryma Georges Katingo Lemos;;IDRYMA;Postfach 7063;;1002;Lausanne;;La fondation vise un triple but: 1) religieux par l'octroi d'une aide morale, matérielle et financi?re ? des organisations religieuses telles que les Eglises Grecques en Europe, le Centre Oecuménque Orthodoxe de Gen?ve-Chambésy, dont le fondateur et sa femme sont les grands bienfaiteurs, l'Eglise St-Paul de ce centre, l'Eglise St-Gerassime de Lausanne, et autres. 1) philanthropique par l'octroi d'une aide morale, matérielle et financi?re ? toute organisation charitable, notamment ? des établissements hospitaliers, écoles formant du personnel infirmier, ainsi qu'? des personnes physiques démunies ou âgées en vue de leur assurer des soins. Les bénéficiaires de cette aide doivent ?tre situés en Gr?ce ou en Suisse. 3) culturel par l'octroi de bourses ou de toute aide financi?re ? des étudiants grecs ou suisses. Des subsides peuvent aussi ?tre alloués ? des personnes désireuses d'écrire un ouvrage d'intér?t européen, chrétien ou simplement humanitaire.
568;Möbel Pfister Kultur- und Sozialstiftung;;;MÖBEL-PFISTER;Telli-Hochhaus;;5004;Aarau;;Unterstützung sozialer Aufgaben im Bereich des Gesundheitswesens und kultureller Aufgaben. Einmalige Beiträge an konkrete Projekte. Keine individuellen Unterstützungs- oder Ausbildungsbeiträge.
569;;Fondation Venetia - Fondation européenne pour les métiers du patrimoine culturel;;VENETIA;Postfach 3984;;1211;Gen?ve 3;HTTP://CULTURE.COE.FR/SKILLS/;La FEMP est une organisation non gouvernementale ? but non lucratif crée en 1996 par le Conseil de l'Europe pour favoriser le progr?s du savoir, faire de la conservation du patrimoine culturel et sa transmission.
571;Stiftung Psychologische Lehr- und Beratungsstelle;;;LEHR- UND BERATUNG;Postfach 28;;9602;Bazenheid;;Förderung der psychologischen Erkenntnisse, Forschung, Lehre und hulung und Psychotherapie. Auch an wissenschaftliche Publikationen, Aus- und Weiterbildung, Finanzierung von Schulungs- und Kursräum lichkeiten, sowie Tagungen, Seminare und Kongresse kann beigetragen werden.
572;;Fondation de l'Institut Ecoplan pour l'analyse, la planification et la gestion de l'environnement;;ECOPLAN;Postfach 158;;1216;Cointrin-Gen?ve;;Conduite d'études techniques spécialisées dans le domaine de la protection de l'environnement.
575;Russischer Sozialfonds von Alexander Solschenizyn;;;SOLSHENIZYN;Chamerstrasse;79;6303;Zug;;Hilfeleistung an in Existenznot geratene Menschen, in erster Linie jedoch an die ehemaligen politischen Häftlinge der Sowjetunion. Unterstützungsleistungen an Menschen und Körperschaften, die gesellschaftliche und soziale Aufgaben in Russland leisten. Hilfeleistungen zur Selbsthilfe und Förderung aller lebenswichtigen Handwerks- und Gewerbezweige. Unterstützung von Menschen und Körperschaften, welche sich an der Wiedergeburt des russischen Kulturschatzes beteiligen.
577;Paul Schiller-Stiftung;;;SCHILLER;Fabrikstrasse;50;8031;Zürich;;Bezweckt, gemeinnützige Werke aller Art zu schaffen, zu betrieben und zu fördern. Die Stiftung kann auch Vergabungen zugunsten von Tieren oder zoologischen Gärten tätigen.
578;Hermann und Marianne Straniak-Stiftung;;;STRANIAK;Postfach;;6061;Sarnen 1;;Unterstützung alter, pflegebedürftiger Einwohner/innen des Kantons Obwalden. Förderung der Ziele der Europäischen Menschenrechtskonv ention. Förderung des philosophischen Gedankengutes der asiatischen und westlichen Welt mit dem Ziel, eine Synthese zu schaffen.
579;;Fondation Européenne du Scoutisme (European Scout Foundation, Europäische Pfadfinderstiftung);;SCOUT;Spiltrücklistrasse 3;;9011;St. Gallen;;La fondation a pour but de contribuer au développement du Scoutisme en Europe en lui fournissant notamment les moyens financiers nécessaires ? son action.
583;Stiftung zur Förderung des Pferdesportes;;;PFERDESPORT;St. Jakobs-Strasse 7;;4052;Basel;HTTP://WWW.FNCH.CH;Förderung des schweizerischen Pferdesportes in sämtlichen Disziplinen durch Gewährung finanzieller Unterstützungen. Diese Unterstützungen erfolgen in der Regel über den Schweizerischen Verband für Pferdesport (SVP), welcher diese Beiträge, die ihm auf Gesuch hin gewährt werden, für Equipen in erster Linie als Beitrag an die Kosten für die Teilnahme an Pferdesportveranstaltungen im In- und Ausland verwendet. In Einzelfällen kann der Stiftungsrat auch Beiträge mit anderen Zweckbestimmungen, aber immer nur für den Pferdesport, beschliessen.
584;STIFTUNG GERTRUD KURZ (FONDATION GERTRUD KURZ);;;KURZ;Postfach 8344;;3001;Bern;WWW.GERTRUDKURZ.CH;Die Stiftung Gertrud Kurz unterstützt mit finanziellen Beiträgen Projekte und Aktivitäten von Gruppen und Organisationen in der Schw eiz die den Integrationsprozess zwischen der schweizerischen und der ausländischen Bevölkerung stärken und fördern.
587;Ernst und Anna Landsberg- Erinnerungsstiftung;;;LANDSBERG;Postfach 633;;4010;Basel;;Stipendien an deutsche Studierende der Rechtswissenschaft für Studien an einer Schweizerischen Universität.
588;St. Galler Stiftung für Internationale Studien;;;INTERNATIONAL;Postfach 1045;;9000;St. Gallen;WWW.ISC-FOUNDATION.ORG;Förderung der Erhaltung und Weiterentwicklung einer freiheitlichen und sozialen Wirtschafts- und Gesellschaftsordnung durch internationale Lehr- und Vortragsveranstaltungen sowie durch die Organisation des alljährlich an der Universität St. Gallen stattfindenden Internationalen Management Symposiums.
589;Stiftung Europäisches Zentrum für die Bildung im Versicherungswesen;;;VERSICHERUNG;Tannenstrasse;19;9000;St. Gallen;;In Zusammenarbeit mit Persönlichkeiten aus Praxis und Wirtschaft - die ganzheitliche Aus- und Weiterbildung sowie die Förderung und Festigung des Kontaktes und Gedankenaustausches in der europäischen Assekuranz.
590;;FONDATION FRANZ WEBER;;WEBER;Postfach;;1820;Montreux;HTTP://WWW.FFW.CH;Protection de la nature et de la faune dans le monde entier.
592;Stiftung zur Förderung der systemorientierten Managementlehre;;;MANAGEMENT;Holzstrasse;15;9010;St. Gallen;;Förderung von Forschung und Lehre auf dem Gebiet der Managementwissenschaften. Unterstützt namentlich die Weiterentwicklung der syst emorientierten Managementlehre.
593;Stiftung Fonds zur Förderung des Jugendschachs in der Schweiz;;;JUGENDSCHACH;Postfach 1015;;6300;Zug;;Veranstaltung und Unterstützung von Lehrkursen, Schachturnieren und Schachwettkämpfen für Jugendliche. Insbesondere Unterstützung de r Leiterausbildung und des Schüler/innenschachs.
594;Schweizer Paraplegiker-Stiftung / Fondation suisse pour paraplégiques / Fondazione svizzera per paraplegici / Swiss Paraplegics Foundations;;;PARAPLEGIKER SPS;Guido A.Zäch Strasse 1;;6207;Nottwil;;"Die Schweizer Paraplegiker-Stiftung bezweckt die ganzheitliche Rehabilitation von Para- und Tetraplegikern. Sie ergreift und unterstützt alle Massnahmen, die nach dem jeweiligen Stand der Wissenschaft und Technik zur Erreichung dieses Zieles angezeigt sind. Die Stiftung unterstützt die Para- und Tetraplegiker in Härtefällen mit Beiträgen an die Kosten von Hilfsgeräten, Apparaturen und Einrichtungen sowie an ungedeckte Pflegetaxen und hilft in Not geratenen Para- und Teraplegikern, und ihren Angehörigen. Die Stiftung fördert die Zielsetzungen der ,Schweizer Paraplegiker-Vereinigung'. Die Stiftung stellt finanzielle Mittel bereit für: "",,den Ausbau, den Unterhalt und den Betrieb des Schweizer Paraplegiker-Zentrums (SPZ) in Nottwil, "",,den Ausbau, den Unterhalt und den Betrieb ihrer Forschungs- und Ausbildungsstätte, des Guido A. Zäch Institutes (GZI) in Nottwil, "",,den Aufbau, den Unterhalt und den Betrieb ihrer weiteren eigenen Institutionen mit verschiedenen Aktivitäten im Dienste der Para- und Teraplegiker sowie Menschen mit ähnlichen körperlichen Einschränkungen, insbesondere für die Erforschung, Entwicklung, Translation und Versorgung von Hilfsmitteln aller Art. Die Stiftung fördert die Aus- und Weiterbildung von Fachpersonal und unterstützt die wissenschaftliche Forschung im Bereich der ganzheitlichen Rehabilitation von Para- und Teraplegikern. Die Stiftung orientiert über den jeweiligen Stand ihrer Anliegen und fördert in der Öffentlichkeit das Verständnis für die Para- und Teraplegiker durch Information. Die Stiftung kann Aktivitäten zugunsten von Menschen mit körperlicher Einschränkungen oder Gebrechen resp. Krankheiten unterstützen oder selber durchführen, welche dann auch direkt und indirekt zu einer Verbesserung der Lebensqualität von Para- und Teraplegikern führen können, insbesondere in den Bereichen der medizinischen Versorgung, der Hilfsmittelversorgung sowie der Bildung, Forschung und Innovation."
599;;Fondation pour la conservation de l'environnement (Foundation for Environmental Conservation);;CONSERVATION;Rue de l'Avenir;1;1110;Morges;HTTP://WWW.CUP.CAM.AC.UK/JOURNALS/ENC/FEC;Faire tout ce qui est possible pour l'environnement global par son es internationales sur l'avenir de l'environnement (ICEFs), et des livres opportuns sur l'environnement global.
602;;Fondation Latsis Internationale;;LATSIS;Rue Le-Corbusier;40;1208;Gen?ve;;Promotion et encouragement de la recherche de pointe dans le domaine des sciences et de la technologie principalement en attribuant des prix pour des travaux important et inédits relatifs aux domaines scientifiques.
608;Stiftung Engagement Dritte Welt;;;DRITTE WELT;Untere Waid;;9402;Mörschwil;;Im Sinn sozialer Aufbauarbeit Werke und Aktionen der Entwicklungshilfe, zu unterstützen und bei Krisen und Katastrophen, die den Bestand oder die Weiterführung solcher Werke gefährden, Hilfe zu leisten.
610;Stiftung Dr. Emil Otto Liebermann;;;LIEBERMANN;c/o Dr. Niklaus Wiget, Postfach 5;;8024;Zürich;;Die Stiftung bezweckt, blinden Schweizerbürgern, welche im ersten Lebensjahr christlich getauft wurden, Hilfe zu gewähren durch Ausrichtung von Beiträgen zur Förderung ihrer Mobilität und Selbständigkeit, insbesondere auch durch Förderung des schweizerischen Blindenführhundewesens. Zur Erreichung dieser Zwecke können Beiträge auch an juristische Personen mit Sitz in der Schweiz erfolgen.
615;Stiftung pro Semien;;;PRO SEMIEN;Uni Bern, Hallerstrasse;10;3012;Bern;WWW.CDE.UNIBE.CH;Ausführung technischer Hilfsprojekte in Äthiopien, vorab in der Region Semien.
616;Stiftung Umwelt-Einsatz Schweiz (SUS);;;UMWELT-EINSATZ;Ortbühlweg 44;;3612;Steffisburg;HTTP://WWW.UMWELTEINSATZ.CH;Planung, Vermittlung und Betreuung einwöchiger Gruppeneinsätze von Freiwilligen zum Schutz und zur Pflege der Natur. Die SUS kann pr o Jahr auf die Hilfe von rund 3300 Schüler/innen und Erwachsenen zählen, die Magerwiesen mähen, Alpweiden säubern, Wälder pflegen, T rockenmauern wieder aufbauen und Unwetterschäden räumen.
617;Stiftung Gott hilft;;;GOTT;Kantonsstrasse 6;;7205;Zizers;;Kinder/Jugendliche: Erziehung und Schulung (Sonderschulheime, Fachschule für Sozialpädagogik,Religion: Verkündigung, Seelsorge, Erholung ,Therapie: Erziehungs- und Lebensberatungsstelle.
618;;Fondation pour Gen?ve;;GEN?VE;Route de Fernex;106;1202;Gen?ve;WWW.FONDATIONPOURGENVEVE.CH;Contribuer au renom de Gen?ve, tant en Suisse qu'? l'étranger, en favorisant la création et le développement d'institutions, temporaires ou permanentes, ? caract?re culturel, artistique, scientifique et philantropique en multipliant les échanges entre ces institutions et les institutions étrang?res similaires, en encourageant et en facilitant les libéralités en faveur de ces institutions, en organisant toutes manifestations et rencontres ayant pour objectif l'échange d'idées, en provoquant et en soutenant toute initiative propre ? maintenir et accroître la réputation humaniste de Gen?ve. La fondation a également pour but de soutenir dans les domaines particuliers et sous diverses formes l'action que les autorités genevoises m?nent en faveur du développement international de Gen?ve.
619;Stiftung SWISS FILMS;;;FILMZENTRUM;Neugasse;6;8005;Zürich;HTTP://WWW.SWISSFILMS.CH;Promotion des professionellen Schweizer Filmschaffens im In- und Ausland durch:- Beratung, Information und Dokumentation für und übe r Filmschaffende, Filme, Festivals,- Teilnahme an Filmmärkten,- Herausgabe des Jahreskataloges ''Swiss Films'' sowie der Fachzeitsch rift ''Ciné-Bulletin''.
620;Jubiläumsstiftung der Schweizerischen Mobiliar Genossenschaft (Fondation du jublié de la Mobili?re Suisse Société Coopérative) (Fondazione del giubileo della Mobiliare Svizzera Societ? Cooperativa);;;MOBILIAR;Bundesgasse;35;3011;Bern;WWW.MOBI.CH;Förderung der Wissenschaft und Forschung, der Künste und anderer kultureller Bestrebungen. Beiträge werden einmal jährlich an Instit utionen, Personengruppen und Einzelpersonen, die in der Schweiz auf den oben erwähnten Gebieten tätig sind, vergeben.
623;Schweizerisches Forschungsinstitut für Hochgebirgsklima und Medizin in Davos;;;HOCHGEBIRGSKLIMA SFI;Promenade;35;7270;Davos Platz;;Wissenschaftliche Erforschung des Hochgebirgsklimas und Studium biologischer Vorgänge im gesunden und kranken Organismus.
629;Stiftung C.E. Alken;;;ALKEN;Prof. H. Danuser, Klinik für Urologie;;6000;Luzern 16;WWW.KELLERHALS-PARTNERS.CH;Forschungsförderung auf dem Gebiet der Urologie, indem periodisch Preise für hervorragende wirtschaftliche Leistungen in diesem Fach verliehen werden.
633;;;Fondazione Richard e Uli Seewald;SEEWALD;Piazza S. Pietro;1;6612;Ascona;;Ronco s/Ascona.
634;Stiftung Suisse Trot;;;TROT;Laurenzentorgasse 2;;5000;Aarau;;Beschaffung finanzieller Mittel sowie deren Verwendung für die Förderung, die Unterstützung, die Kräftigung und die Popularisierung des Trabrennsportes in der Schweiz.
635;Stiftung für Jugendherbergen in der Schweiz;;;JUGENDHERBERGEN;Postfach;;8042;Zürich;;Unterstützung der Schweizer Jugendherbergen bei der Finanzierung des Landerwerbes für Jugendherbergen sowie von Bauten, Umbauten, Reparaturen und der Einrichtung von Jugendherbergen auf dem Gebiete unseres Landes.
638;Kamillo Eisner-Stiftung;;;EISNER;Postfach;;6052;Hergiswil NW;HTTP://WWW.EISNER-STIFTUNG.CH;Förderung medizinischer Forschungsprojekte in Österreich und der Schweiz.
641;Erich Degen-Stiftung;;;DEGEN;Rämistrasse;101;8092;Zürich;;Zweck der Stiftung ist die Förderung und Unterstützung des akademischen Nachwuchses an der Eidgenössischen Technischen Hochschule in Zürich, und zwar der Departemente Architektur sowie Bau, Umwelt und Geomatik. Die Stiftung verfolt weder Erwerbs- noch Selbsthilfezwecke. Im Rahmen des Stiftungszweckes sind die Mittel der Stiftung wie folgt zu verwenden: a) Stipendien und Darlehen an Studierende und Doktorierende, b) Gewährung von Beiträgen für Studienreisen und Studienaufenthalte im In- und Ausland, c) Gewährung von Druckkostenbeiträgen für Dissertationen.
644;Schweizerische Energie-Stiftung;;;ENERGIE;Sihlquai;67;8005;Zürich;WWW.ENERGIESTIFTUNG.CH;Einsatz für eine umwelt- und menschengerechte Energiepolitik, welche die effiziente Energieproduktion und den effizienten Energieverbrauch fördert, damit die fossile und atomare Energieproduktion durch erneuerbare Energien ersetzt werden kann.
646;H-M-Stiftung;;;BENACHTEILIGTE;In der Luberzen 17;;8902;Urdorf;;Die Stiftung bezweckt:a) die Hilfe an Mitmenschen, insbesondere die Unterstützung und Förderung geistig oder körperlich Behinderter oder anderweitiger Benachteiligter,b) die Abklärung von Qualitäts-Merkmalen und -Unterschieden der Nahrungsmittel und wie sich diese auf die körperliche und geistige Gesundheit auswirken. Hiezu kann die Stiftung eigene Untersuchungen durchführen oder solche von an deren Institutionen unterstützen,c) die Unterstützung und Förderung der biologischen Landwirtschaft. Die Stiftung kann auch Beiträge an gemeinnützige Organisationen mit gleicher Zielsetzung ausrichten,d) die Forschung im Bereich Gesundheit - Krankheit, insbesonder e Krebsforschung.
653;Karl William und Lore L. Kapp Stiftung;;;KAPP;Parkstrasse;18;4102;Binningen;;Humanisierung und Integration der Sozialwissenschaften im Sinne der Arbeiten von Prof. Dr. Karl William und Lore L. Kapp, welche den Menschen sowie seine Grundbedürfnisse und daher substantive Werte in den Mittelpunkt ihrer Arbeit gestellt haben. Förderung von wis senschaftlichen Arbeiten und Projekten, Ausrichtung von Stipendien an Studierende und Forschende, sowie Beiträge an Druckkosten und ähnlichem, Unterstützung von Seminarien und Konferenzen, Bearbeitung und Veröffenlichung des vorhandenen, wissenschaftlichen Nachlas ses von Prof. Dr. Karl William und Lore L. Kapp.
662;Stiftung Haus der Begegnung;;;BEGEGNUNG;Untermüli;7;6302;Zug;;Evangeliumsverkündigung sowie humanitäre Hilfe auf christlicher Basis.
664;SanArena;;;SANARENA;Postfach 8409;;8036;Zürich;HTTP://WWW.SANARENA.CH;Ausbildung in erster Hilfe von jedermann, Ausbildung im Rettungswesen speziell von Mitgliedern schweizerischer Organisationen, die im Sanitäts- und Gesundheitswesen tätig sind.
667;Stiftung Schweizerisches Ausbildungszentrum für das Strafvollzugspersonal;Schweizerisches Kompetenzzentrum für den Justizvollzug(SKJV)- Centre suisse de compétences en mati?re d'exécution des sanctions pénales (CSCSP)- Centro swizzero di competenze in materia d'esecuzione di;;SKJV;Av. Beauregard;11;1700;Fribourg;HTTP://WWW.PRISON.CH;Straf- und Massnahmenvollzug, den im Beruf tätigen Erwachsenen die und praktischer Hinsicht zu vermitteln. Die theoretische Aus- und Weiterbildung erfolgt im Rahmen eines Zentrums, der praktische Tei l in den Anstalten des Straf- und Massnahmenvollzugs.
668;Stiftung SGB für Bildung und Publikation;;;SGB;Postfach;;3000;Bern 23;WWW.SGB.CH;Finanzielle Beteiligung für Publikationen des SGB von Schriften Dritter, änden stehen, Unterstützung der Bibliothek SGB.
671;Albrecht von Haller-Stiftung der Burgergemeinde Bern;;;HALLER;Münstergasse;63;3011;Bern;HTTP://WWW.HALLER300.CH;Förderung und Auszeichnung von Arbeiten über Themen aus den Forschungs- Persönlichkeit Albrecht von Hallers und seines Nachlasses.
672;Stiftung Heimstätte Shalom;;;HEIMSTÄTTE;Im Isengrind;25/72;8046;Zürich;;Führung einer Heimstätte mit dem Auftrag der Heilseelsorge. Hilfesuchende, seelisch oder anderweitig Leidende - insbesondere Depressive und Lebensmüde - sollen in der Heimstätte Aufnahme und Betreuung finden, sofern sie bereit sind, sich durch die Lebenskräfte des Evangeliums dienen zu lassen.
678;Stiftung für Weiterbildung und Sozialfürsorge zugunsten des Verbandes und der Mitglieder des Metzgereipersonal-Verbandes der Schweiz;;;WEITERBILDUNG SOZIAL;Berninastrasse;25;8057;Zürich;HTTP://WWW.MPV.CH;"Finanzierung und Unterstützung der Mitglieder und des Verbandes für berufliche Aus- und Weiterbildung der Mitglieder, finanzielle Beiträge für Kurse, Tagungen, Exkursionen, Fachbücher, Fachzeitung ""Metzger + Wurster"", Unterrichtsmaterial, Beiträge an durch Unfall oder Krankheit in Not geratene Mitglieder, Beiträge an Hinterbliebene von verstorbenen Mitgliedern, Leistungen als Fürsorgehilfe an Familien der Mitglieder sowie für Vergabungen an soziale Institutionen, wie Fachschulen, Heime, Internate und dergleichen."
679;Dr. Arnold U. und Susanne Huggenberger-Bischoff Stiftung zur Krebsforschung (Krebsstiftung);;;HUGGENBERGER;Postfach 5;;8024;Zürich;;Jährliche Verleihung von Preisen für wissenschaftliche Arbeiten auf dem sarbeiten, die zur erfolgreichen Heilung von Krebskrankheiten beitragen.
680;Walter-Bruckerhoff-Stiftung;;;WALTER-BRUCKERHOFF;c/oLaurens den Hollander,Feldeggstr.;53;8008;Zürich;;Unterstützung der Krebsforschung.
681;Europäischer Landsfonds (Fonds de Terre Européenne);;;LANDFONDS;Postfach;;4001;Basel;;Einsatz und Leistung von Beiträgen in einem weitesten Sinn zur Verhinderung der Abwanderung der Bevölkerung, zur Neubesiedlung verlassener und verödeter Regionen sowie zur Wiedererschliessung und Nutzung aller landwirtschaftlichen und anderer natürlichen Ressourcen im europäischen Berg- und Randgebiet.
684;Max Schmidheiny-Stiftung an der Universität St. Gallen;;;SCHMIDHEINY;Postfach 1045;;9000;St. Gallen;;Förderung besonders wertvoller Bestrebungen zur Erhaltung und Weiterentwicklung der freiheitlichen Wirtschafts- und Gesellschaftsord nung. Zur Förderung dieser Zielsetzung wird alljährlich ein Preis für hervorragende wissenschaftliche, politische oder unternehmeris che Leistungen des In- und Auslandes vergeben.
685;Hans Erni-Stiftung;;;ERNI;Dreilindenstrasse;75;6006;Luzern;HTTP://WWW.HANSERNI.CH;Die Stiftung bezweckt die Erhaltung, die Dokumentation und die öffentliche Zugänglichmachung des künstlerischen Werkes von Hans Erni sowie von künstlerischen Werken und weiteren Objekten, die mit dem Leben und Werk von Hans Erni in einem besonderen Zusammenhang stehen. Die Stiftung kann Ausstellungen, Begegnungen, Vorträge und ähnliche Anlässe kulturellen, wissenschaftlichen, philosophischen und gesellschaftspolitischen Inhalts durchführen und fördern. Sie kann Kunstwerke, künstlerische Geschenkartikel und weitere Objekte herstellen lassen, erwerben, halten und verkaufen. Sie kann ferner Urheberrechte am Werk von Hans Erni ausüben, soweit diese auf sie übertragen worden sind. Darin eingeschlossen sind sämtliche Vermögens-, Nutzungs- und Verwendungsrechte sowie die übertragbaren Persönlichkeitsrechte sie das Recht auf Werkintegrität, Erstveröffentlichung usw. Sie kann zudem gegen allfällige Verletzung dieser Rechte vorgehen. Die Stiftung nimmt Schenkungen und letztwillige Vergabungen, die dem Stiftungszweck dienen, entgegen. Sie kann Vergabungen und Schenkungen im Rahmen des Stiftungszwecks tätigen und diese mit Auflagen verbinden. Sie kann in diesem Sinne Vermögenswerte jeglicher Art, auch Grundeigentum zu Eigentum oder im Baurecht erwerben, einer sinnvollen und zweckmässigen Nutzung zuführen, mieten, vermieten, verpachten oder veräussern. Die Stiftung trifft alle nötigen Massnahmen, die sie für die Erfüllung des Stiftungszwecks als geeignet erachtet. Sie kann ihre Tätigkeit auf andere Bereiche ausdehnen, soweit diese mit dem vorgenannten Zweck in Übereinstimmung stehen.
686;Schweizerische Stiftung Pro Mente Sana;;;PRO MENTE SANA;Postfach;;8031;Zürich;HTTP://WWW.PROMENTESANA.CH;Wahrnehmung der allgemeinen Interessen und Rechte der Menschen, die mit psychischer Behinderung leben. Tätigkeitsbereiche sind: - Öf fentlichkeits- und Informationsarbeit zum Abbau von Vorurteilen und Benachteiligungen,- sozial- und gesundheitspolitische Interessen vertretung,- Beratung und Auskünfte in Einzelfällen.
